"productId","category","description","discount","images","imageUrl","name","price","section","specifications"
"PROD-1779572415374-13","Headlights","""Premium H9 LED Headlight Bulb - 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0087.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0088.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0089.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0087.jpeg","H9 LED Headlight Bulb - 6000K","4600","deal","""Power: 50W | Lumens: 10000LM | Lifespan: 50,000 Hours | Color: 6000K"""
"PROD-1779572638022-63","Angel Eyes & Halo Rings","""Premium Angel Eye Halo Ring - 120mm. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0457.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0458.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0457.jpeg","Angel Eye Halo Ring - 120mm","2200","deal","LEDs: SMD 2835 | Color: 6000K White | Power: 3W | Color: 120mm"
"PROD-1779571921088-24","Headlights","High-quality automotive LED lighting solution. H4 LED Headlight Bulb - Hi/Lo designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0068.jpeg","H4 LED Headlight Bulb - Hi/Lo","5500","best-seller","Bulb Type: H4 | Power: 60W | Lumens: 12000LM | Color: 6000K | Beam: Hi/Lo Dual Function"
"HL-PROJ-INLASER-001","Headlight Projectors","A sophisticated single-lens solution where the laser diode is fully integrated into the optical path behind the reflector for seamless beam pattern.","20% OFF","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Inbuilt+laser+3.0.jpg","3.0-Inch Bi-LED Projector with Integrated Laser Booster","3800000","deal","Projector Size: 3.0 Inch | Technology: Bi-LED + Single Integrated Laser Diode | Power Consumption: 45W (LED) + 1.5W (Laser) | Light Output: 3500 Lumens (Low) / 7000+ Lumens (High) | Beam Distance: 150-180m (Low) / 350-450m (High)"
"PROD-1779571987909-24","Headlights","High-quality automotive LED lighting solution. H4 LED Headlight Bulb - Hi/Lo designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0068.jpeg","H4 LED Headlight Bulb - Hi/Lo","5500","best-seller","Bulb Type: H4 | Power: 60W | Lumens: 12000LM | Color: 6000K | Beam: Hi/Lo Dual Function"
"ACC-BATT-MON-001","Vehicle Electronics","""Always-on monitor that connects to battery terminals and transmits real-time voltage, state of charge, and battery health data to smartphone.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/sanvi.jpg","Digital Bluetooth Battery Monitor & Voltage Gauge","450000","new-arrival","Measurement Range: 6V to 32V DC | Accuracy: ±0.05V | Connectivity: Bluetooth 4.0 | Power Consumption: <1mA | Alerts: Customizable Low/High Voltage"
"PROD-1779571884701-7","Taillights","High-quality automotive LED lighting solution. 7443 LED Tail Light Bulb - Red designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0021.jpeg","7443 LED Tail Light Bulb - Red","1500","best-seller","""Bulb Type: 7443 | Power: 15W | Lumens: 1800LM | Color: Red | Lifespan: 50,000 Hours"""
"PROD-1779571900753-15","Exterior Accessories","High-quality automotive LED lighting solution. Underglow LED Kit - RGB designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0035.jpeg","Underglow LED Kit - RGB","6500","deal","Tubes: 4 x 90cm | LEDs: RGB Multicolor | Control: Remote + App | Modes: Music Sync | Waterproof: IP67"
"PROD-1779571917304-22","Interior Lighting","High-quality automotive LED lighting solution. Footwell Lighting Kit - RGB designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0066.jpeg","Footwell Lighting Kit - RGB","1800","best-seller","Strips: 4 x 30cm | LEDs: RGB Multicolor | Control: Remote | Modes: 8 Colors + Music Sync"
"PROD-1779572419797-14","Headlights","""Premium H9 LED Headlight Bulb - 6500K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0090.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0091.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0106.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0090.jpeg","H9 LED Headlight Bulb - 6500K","4900","accessory","""Power: 50W | Lumens: 10000LM | Lifespan: 50,000 Hours | Color: 6500K"""
"PROD-1779572497568-32","Taillights","""Premium 7443 LED Tail Light - Red Sequential. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0220.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0221.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0222.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0220.jpeg","7443 LED Tail Light - Red Sequential","2000","carousel","""Power: 15W | Lumens: 1800LM | Lifespan: 50,000 Hours | Color: Red Sequential"""
"PROD-1779571968597-15","Exterior Accessories","High-quality automotive LED lighting solution. Underglow LED Kit - RGB designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0035.jpeg","Underglow LED Kit - RGB","6500","deal","Tubes: 4 x 90cm | LEDs: RGB Multicolor | Control: Remote + App | Modes: Music Sync | Waterproof: IP67"
"PROD-1779571961295-11","Exterior Accessories","High-quality automotive LED lighting solution. 168 LED License Plate Light designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0031.jpeg","168 LED License Plate Light","700","accessory","""Bulb Type: 168 | Power: 3W | Lumens: 400LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"ACC-DEVIL-EYE-001","Angel Eyes & Halo Rings","""Creates iconic 'demon eye' effect by placing RGB LED module inside projector, causing entire lens to glow in selected color.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Devil%27s+eyes.jpg","""""""Devil Eyes"""" Demon Eye Kit for Projectors""","650000","accessory","""LED Module: 10W RGB LED | Control: Wireless RF Remote | Modes: Static Color, Color Cycle, Breathe, Strobe | Fits: 2.5"""" and 3.0"""" projectors | Safety: Auto shutoff with low beams"""
"PROD-1779572592415-53","Interior Lighting","""Premium Footwell LED Kit - White. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0377.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0378.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0377.jpeg","Footwell LED Kit - White","1500","deal","Strips: 4 x 30cm | Control: Remote | Modes: 8 Colors | Color: White"
"PROD-1779572468879-26","Fog Lights","""Premium H16 Fog Light LED - Yellow 3000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0180.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0181.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0182.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0180.jpeg","H16 Fog Light LED - Yellow 3000K","3800","new-arrival","""Power: 35W | Lumens: 7000LM | Lifespan: 50,000 Hours | Color: Yellow 3000K"""
"PROD-1779571945747-3","Headlights","High-quality automotive LED lighting solution. D3S HID Xenon Bulb - 5000K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0009.jpeg","D3S HID Xenon Bulb - 5000K","8500","deal","""Bulb Type: D3S | Power: 35W | Lumens: 3200LM | Color: 5000K Pure White | Lifespan: 3,000 Hours"""
"PROD-1779572624760-60","Angel Eyes & Halo Rings","""Premium Angel Eye Halo Ring - 60mm. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0425.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0432.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0425.jpeg","Angel Eye Halo Ring - 60mm","1500","best-seller","LEDs: SMD 2835 | Color: 6000K White | Power: 3W | Color: 60mm"
"PROD-1779571903302-16","Accessories","High-quality automotive LED lighting solution. H11 to H9 Adapter Harness designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0036.jpeg","H11 to H9 Adapter Harness","500","accessory","Connector: H11 Female to H9 Male | Wire Gauge: 18AWG | Length: 15cm | Heat Resistant"
"PROD-1779572647487-65","Angel Eyes & Halo Rings","""Premium RGB Angel Eye Ring - 100mm. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0468.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0477.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0478.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0468.jpeg","RGB Angel Eye Ring - 100mm","2800","best-seller","LEDs: RGB SMD | Control: Remote | Modes: 16 Colors | Color: 100mm"
"PROD-1779572387058-6","Headlights","""Premium H4 LED Headlight Bulb - Hi/Lo 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0035.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0036.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0035.jpeg","H4 LED Headlight Bulb - Hi/Lo 6000K","5500","new-arrival","Power: 60W | Lumens: 12000LM | Beam: Hi/Lo Dual | Color: Hi/Lo 6000K"
"PROD-1779572442728-20","Headlights","""Premium D2S HID Xenon Bulb - 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0134.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0135.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0134.jpeg","D2S HID Xenon Bulb - 6000K","9000","best-seller","""Power: 35W | Lumens: 3200LM | Lifespan: 3,000 Hours | Color: 6000K"""
"HL-PROJ-BILED-2.5-001","Headlight Projectors","A compact high-performance Bi-LED projector engineered for vehicles with limited headlamp cavity space. Utilizes a dual-filament simulation system with a precision electromagnetic shutter to switch between low and high beam patterns instantly. The optical system features a high-definition convex lens and a polished aluminum reflector bowl for maximum light output efficiency and a razor-sharp cutoff line to prevent glare for oncoming traffic.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/2.5+headlight+bi+led+projector.jpg","2.5-Inch Bi-LED Headlight Projector","2200000","best-seller","""Projector Diameter: 2.5 Inches (63mm) | LED Power: 35W Low Beam / 45W High Beam | Total Luminous Flux: 3200 Lumens (Low) / 4800 Lumens (High) | Cutoff Line: Color-Modulated (Blue Band) | Beam Distance: 120-150m (Low) / 250-300m (High) | Operating Voltage: 12V/24V DC | Housing: CNC Machined Aluminum with Black E-Coat Finish | Connector Type: H4/9003, H7, or Universal Pigtails | Recommended Retrofitting Skill Level: Intermediate"""
"PROD-1779571882134-6","Fog Lights","High-quality automotive LED lighting solution. H16 Fog Light LED Bulb designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0017.jpeg","H16 Fog Light LED Bulb","3800","accessory","""Bulb Type: H16 | Power: 35W | Lumens: 7000LM | Color: 6000K | Lifespan: 50,000 Hours"""
"PROD-1779572511043-36","Taillights","""Premium 3157 LED Tail Light - Red Strobe. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0252.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0253.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0252.jpeg","3157 LED Tail Light - Red Strobe","1700","new-arrival","""Power: 14W | Lumens: 1700LM | Lifespan: 50,000 Hours | Color: Red Strobe"""
"PROD-1779572573789-48","Interior Lighting","""Premium Festoon LED Dome Light - 41mm White. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0343.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0344.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0343.jpeg","Festoon LED Dome Light - 41mm White","1200","deal","""Power: 6W | Lumens: 800LM | Lifespan: 50,000 Hours | Color: 41mm White"""
"PROD-1779571891416-10","Interior Lighting","High-quality automotive LED lighting solution. T10 LED Parking Light - White designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0030.jpeg","T10 LED Parking Light - White","800","accessory","""Bulb Type: T10 | Power: 5W | Lumens: 600LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"PROD-1779571912993-20","Turn Signals","High-quality automotive LED lighting solution. Sequential Turn Signal Strip designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0054.jpeg","Sequential Turn Signal Strip","2200","deal","Length: 60cm | LEDs: Amber Sequential | Control: Plug & Play | Modes: Sequential Flow | Waterproof: IP67"
"PROD-1779572596129-54","Interior Lighting","""Premium Footwell LED Kit - Blue. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0379.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0380.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0379.jpeg","Footwell LED Kit - Blue","1500","accessory","Strips: 4 x 30cm | Control: Remote | Modes: 8 Colors | Color: Blue"
"PROD-1779572439689-19","Headlights","""Premium D2S HID Xenon Bulb - 5000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0132.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0133.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0132.jpeg","D2S HID Xenon Bulb - 5000K","8500","accessory","""Power: 35W | Lumens: 3200LM | Lifespan: 3,000 Hours | Color: 5000K"""
"PROD-1779572456401-23","Fog Lights","""Premium H11 Fog Light LED - Blue 8000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0163.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0164.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0163.jpeg","H11 Fog Light LED - Blue 8000K","4000","deal","""Power: 30W | Lumens: 6000LM | Lifespan: 50,000 Hours | Color: Blue 8000K"""
"PROD-1779571951405-6","Fog Lights","High-quality automotive LED lighting solution. H16 Fog Light LED Bulb designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0017.jpeg","H16 Fog Light LED Bulb","3800","accessory","""Bulb Type: H16 | Power: 35W | Lumens: 7000LM | Color: 6000K | Lifespan: 50,000 Hours"""
"PROD-1779572589274-52","Interior Lighting","""Premium Footwell LED Kit - RGB. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0369.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0375.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0376.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0369.jpeg","Footwell LED Kit - RGB","1800","carousel","Strips: 4 x 30cm | Control: Remote | Modes: 8 Colors | Color: RGB"
"PROD-1779571905449-17","Accessories","High-quality automotive LED lighting solution. LED Decoder/Resistor Kit designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0051.jpeg","LED Decoder/Resistor Kit","800","accessory","Type: 50W 6Ω Load Resistor | Quantity: 2 Pieces | Purpose: Error Code Elimination | Heat Resistant"
"PROD-1779572521265-38","Turn Signals","""Premium 7440 LED Turn Signal - Amber Sequential. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0261.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0265.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0266.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0261.jpeg","7440 LED Turn Signal - Amber Sequential","1700","deal","""Power: 10W | Lumens: 1200LM | Lifespan: 50,000 Hours | Color: Amber Sequential"""
"PROD-1779572492743-31","Taillights","""Premium 7443 LED Tail Light - Red Strobe. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0217.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0218.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0219.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0217.jpeg","7443 LED Tail Light - Red Strobe","1800","new-arrival","""Power: 15W | Lumens: 1800LM | Lifespan: 50,000 Hours | Color: Red Strobe"""
"PROD-1779571949250-5","Fog Lights","High-quality automotive LED lighting solution. H8 Fog Light LED - White designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0015.jpeg","H8 Fog Light LED - White","3200","new-arrival","""Bulb Type: H8 | Power: 25W | Lumens: 5000LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"HL-PROJ-DLASER-002","Headlight Projectors","""Features a completely clear, non-fresnel lens for aggressive modern look with improved light transmission and crisper cutoff line.""","20% OFF","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Dual+laser+bi-led+projector+2+2.jpg","Dual Laser Bi-LED Projector (Clear Lens Version)","4200000","deal","""Lens Type: High-Clarity Optical Glass (Clear, Non-Fresnel) | Visual Effect: Projector appears as a clear 'orb' when off. Performance identical to HL-PROJ-DLASER-001"""
"PROD-1779572383419-5","Headlights","""Premium H7 LED Headlight Bulb - 8000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0032.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0033.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0034.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0032.jpeg","H7 LED Headlight Bulb - 8000K","4900","best-seller","""Power: 45W | Lumens: 9000LM | Lifespan: 50,000 Hours | Color: 8000K"""
"INST-BUTYL-1M-001","Installation & Maintenance","""Essential adhesive sealant tape for resealing headlight housings. Non-hardening butyl rubber creates permanent waterproof, airtight seal.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/butyle+sealant.jpg","Professional Butyl Rubber Headlight Sealant Tape","180000","accessory","Material: Synthetic Butyl Rubber | Dimensions: 1mm x 10mm x 10m | Temperature Range: -40°C to +120°C | Color: Black | Coverage: Seals 2-4 pairs of headlights"
"PROD-1779571935557-0","Headlights","High-quality automotive LED lighting solution. H11 LED Headlight Bulb - 6000K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0002.jpg","H11 LED Headlight Bulb - 6000K","4500","best-seller","""Bulb Type: H11 | Power: 50W | Lumens: 10000LM | Color: 6000K Cool White | Lifespan: 50,000 Hours"""
"PROD-1779571991905-26","Accessories","High-quality automotive LED lighting solution. LED Strip Connector Kit designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0070.jpeg","LED Strip Connector Kit","600","accessory","""Type: 4-Pin RGB Connectors | Quantity: 10 Pieces | Includes: L-Connectors, T-Connectors, Straight"""
"PROD-1779571889122-9","Turn Signals","High-quality automotive LED lighting solution. 7440A Amber Turn Signal LED designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0027.jpeg","7440A Amber Turn Signal LED","1400","best-seller","""Bulb Type: 7440A | Power: 10W | Lumens: 1200LM | Color: Amber | Lifespan: 50,000 Hours"""
"PROD-1779571994117-27","Accessories","High-quality automotive LED lighting solution. Fog Light Mounting Bracket designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0071.jpeg","Fog Light Mounting Bracket","800","accessory","Material: Aluminum Alloy | Size: Adjustable 2-3 Inch | Finish: Black Anodized | Quantity: 2 Pieces"
"PROD-1779572406265-11","Headlights","""Premium HB4 LED Headlight Bulb - 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0070.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0071.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0084.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0070.jpeg","HB4 LED Headlight Bulb - 6000K","4000","new-arrival","""Power: 40W | Lumens: 8000LM | Lifespan: 50,000 Hours | Color: 6000K"""
"PROD-1779572581127-50","Interior Lighting","""Premium RGB LED Strip Kit - 5M. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0347.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0348.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0363.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0347.jpeg","RGB LED Strip Kit - 5M","2500","best-seller","LEDs: 300 SMD 5050 | Control: Remote + App | Waterproof: IP65 | Color: 5M"
"PROD-1779571874492-2","Headlights","High-quality automotive LED lighting solution. HB3 High Beam LED Bulb designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0006.jpeg","HB3 High Beam LED Bulb","4000","carousel","""Bulb Type: HB3 | Power: 40W | Lumens: 8000LM | Color: 6000K | Lifespan: 50,000 Hours"""
"PROD-1779572553420-43","Interior Lighting","""Premium T10 LED Interior Light - Blue. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0312.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0313.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0314.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0312.jpeg","T10 LED Interior Light - Blue","900","deal","""Power: 5W | Lumens: 600LM | Lifespan: 50,000 Hours | Color: Blue"""
"PROD-1779571898870-14","Exterior Accessories","High-quality automotive LED lighting solution. Rock Light Kit - 4 Pods RGB designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0034.jpeg","Rock Light Kit - 4 Pods RGB","4500","carousel","Pods: 4 x 3-Inch | LEDs: RGB Multicolor | Control: Bluetooth App | Waterproof: IP68 | Lumens: 800LM per pod"
"PROD-1779571869583-1","Headlights","High-quality automotive LED lighting solution. H7 LED Headlight Bulb - 6500K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0003.jpeg","H7 LED Headlight Bulb - 6500K","4200","new-arrival","""Bulb Type: H7 | Power: 45W | Lumens: 9000LM | Color: 6500K Bright White | Lifespan: 50,000 Hours"""
